date,s_af,r_cfs,i_cfs
2015-01-01,55661,NA,40
2015-01-02,55476,NA,149
2015-01-03,55715,NA,361
2015-01-04,55239,NA,2
2015-01-05,56246,NA,742
2015-01-06,55975,NA,95
2015-01-07,55444,NA,9
2015-01-08,54855,NA,44
2015-01-09,55672,NA,754
2015-01-10,56541,NA,786
2015-01-11,55986,NA,76
2015-01-12,56051,NA,393
2015-01-13,56586,NA,687
2015-01-14,56905,NA,704
2015-01-15,56927,NA,332
2015-01-16,56365,NA,47
2015-01-17,55780,NA,33
2015-01-18,55239,NA,63
2015-01-19,55921,NA,691
2015-01-20,56552,NA,667
2015-01-21,56619,NA,382
2015-01-22,56552,NA,229
2015-01-23,56127,NA,39
2015-01-24,55672,NA,25
2015-01-25,55433,NA,145
2015-01-26,55079,NA,102
2015-01-27,56268,NA,858
2015-01-28,55856,NA,41
2015-01-29,56029,NA,355
2015-01-30,56311,NA,371
2015-01-31,56475,NA,352
2015-02-01,56083,NA,52
2015-02-02,55661,NA,46
2015-02-03,55845,NA,378
2015-02-04,55401,NA,62
2015-02-05,55910,NA,539
2015-02-06,56029,NA,350
2015-02-07,57049,NA,790
2015-02-08,58918,NA,1240
2015-02-09,59214,NA,430
2015-02-10,58906,NA,123
2015-02-11,58827,NA,169
2015-02-12,58532,NA,69
2015-02-13,58151,NA,61
2015-02-14,57636,NA,31
2015-02-15,57071,NA,25
2015-02-16,56508,NA,90
2015-02-17,56018,NA,140
2015-02-18,55379,NA,69
2015-02-19,55585,NA,490
2015-02-20,55834,NA,516
2015-02-21,55997,NA,472
2015-02-22,55357,NA,57
2015-02-23,55466,NA,460
2015-02-24,55867,NA,502
2015-02-25,56464,NA,603
2015-02-26,56883,NA,510
2015-02-27,56994,NA,314
2015-02-28,57347,NA,440
2015-03-01,56861,NA,17
2015-03-02,56475,NA,71
2015-03-03,56018,NA,71
2015-03-04,55726,NA,468
2015-03-05,56181,NA,975
2015-03-06,56214,NA,729
2015-03-07,56541,NA,849
2015-03-08,56409,NA,615
2015-03-09,55823,NA,386
2015-03-10,55802,NA,669
2015-03-11,55661,NA,607
2015-03-12,55791,NA,735
2015-03-13,55747,NA,642
2015-03-14,55607,NA,636
2015-03-15,54759,NA,341
2015-03-16,55411,NA,1323
2015-03-17,54225,NA,540
2015-03-18,54972,NA,1598
2015-03-19,55487,NA,1567
2015-03-20,55390,NA,1342
2015-03-21,55607,NA,1536
2015-03-22,54940,NA,1078
2015-03-23,55207,NA,1502
2015-03-24,55899,NA,4034
2015-03-25,56453,NA,2608
2015-03-26,57060,NA,2645
2015-03-27,56333,NA,1956
2015-03-28,57435,NA,2602
2015-03-29,57647,NA,1885
2015-03-30,57826,NA,1642
2015-03-31,57358,NA,1121
2015-04-01,57815,NA,1502
2015-04-02,57960,NA,1107
2015-04-03,57815,NA,908
2015-04-04,57490,NA,788
2015-04-05,57424,NA,921
2015-04-06,57490,NA,990
2015-04-07,57781,NA,1120
2015-04-08,58644,NA,1328
2015-04-09,58656,NA,959
2015-04-10,57893,NA,568
2015-04-11,57647,NA,1294
2015-04-12,56365,NA,1359
2015-04-13,56387,NA,1978
2015-04-14,55682,NA,1639
2015-04-15,56279,NA,2368
2015-04-16,56751,NA,2341
2015-04-17,57424,NA,2281
2015-04-18,57490,NA,1759
2015-04-19,57402,NA,1547
2015-04-20,58240,NA,1938
2015-04-21,59226,NA,1756
2015-04-22,59556,NA,1296
2015-04-23,59739,NA,981
2015-04-24,59602,NA,766
2015-04-25,60028,NA,1023
2015-04-26,60143,NA,829
2015-04-27,60340,NA,836
2015-04-28,60895,NA,1033
2015-04-29,61142,NA,848
2015-04-30,61236,NA,899
2015-05-01,61295,NA,939
2015-05-02,60421,NA,491
2015-05-03,59935,NA,707
2015-05-04,59533,NA,794
2015-05-05,61542,NA,1999
2015-05-06,62429,NA,1384
2015-05-07,62358,NA,885
2015-05-08,61613,NA,496
2015-05-09,62059,NA,1091
2015-05-10,60595,NA,135
2015-05-11,61718,NA,1464
2015-05-12,62656,NA,1355
2015-05-13,63050,NA,1060
2015-05-14,63519,NA,1091
2015-05-15,63398,NA,840
2015-05-16,63193,NA,765
2015-05-17,63050,NA,846
2015-05-18,62955,NA,893
2015-05-19,62979,NA,990
2015-05-20,62943,NA,983
2015-05-21,63313,NA,1212
2015-05-22,63507,NA,1103
2015-05-23,63919,NA,1198
2015-05-24,63277,NA,610
2015-05-25,63556,NA,1049
2015-05-26,64295,NA,1250
2015-05-27,65277,NA,1381
2015-05-28,65437,NA,967
2015-05-29,65326,NA,824
2015-05-30,64649,NA,640
2015-05-31,63980,NA,632
2015-06-01,63968,NA,951
2015-06-02,63847,NA,948
2015-06-03,65240,NA,1721
2015-06-04,65523,NA,1187
2015-06-05,66069,NA,1294
2015-06-06,65807,NA,862
2015-06-07,64368,NA,228
2015-06-08,65720,NA,1611
2015-06-09,66319,NA,1279
2015-06-10,66132,NA,922
2015-06-11,65203,NA,538
2015-06-12,64392,NA,626
2015-06-13,64004,NA,920
2015-06-14,64174,NA,1202
2015-06-15,64138,NA,1076
2015-06-16,64041,NA,1095
2015-06-17,65895,NA,2101
2015-06-18,65560,NA,961
2015-06-19,65683,NA,1193
2015-06-20,66182,NA,1352
