date,s_af,r_cfs,i_cfs
2015-01-01,431178,NA,1667
2015-01-02,432844,NA,1874
2015-01-03,434654,NA,1703
2015-01-04,435894,NA,1549
2015-01-05,437359,NA,1680
2015-01-06,438750,NA,1636
2015-01-07,440654,NA,1547
2015-01-08,441386,NA,1433
2015-01-09,441386,NA,1285
2015-01-10,442045,NA,1414
2015-01-11,442338,NA,1165
2015-01-12,443299,NA,1332
2015-01-13,443818,NA,1137
2015-01-14,444336,NA,1212
2015-01-15,445150,NA,1221
2015-01-16,445447,NA,1153
2015-01-17,446335,NA,1261
2015-01-18,446409,NA,1019
2015-01-19,446261,NA,993
2015-01-20,446483,NA,1148
2015-01-21,447372,NA,1402
2015-01-22,447742,NA,1005
2015-01-23,447594,NA,896
2015-01-24,448038,NA,1215
2015-01-25,447742,NA,879
2015-01-26,447890,NA,894
2015-01-27,447742,NA,952
2015-01-28,447964,NA,967
2015-01-29,448038,NA,1016
2015-01-30,447742,NA,997
2015-01-31,447742,NA,976
2015-02-01,447298,NA,733
2015-02-02,447150,NA,730
2015-02-03,446335,NA,877
2015-02-04,447001,NA,1100
2015-02-05,447594,NA,1195
2015-02-06,450189,NA,2224
2015-02-07,459336,NA,5430
2015-02-08,470652,NA,6659
2015-02-09,500342,NA,15926
2015-02-10,516683,NA,8933
2015-02-11,525623,NA,5463
2015-02-12,531855,NA,4061
2015-02-13,536135,NA,3326
2015-02-14,540536,NA,3144
2015-02-15,543359,NA,2330
2015-02-16,546031,NA,2374
2015-02-17,548293,NA,2464
2015-02-18,550640,NA,1986
2015-02-19,552316,NA,1805
2015-02-20,553580,NA,1509
2015-02-21,555609,NA,2017
2015-02-22,557385,NA,1679
2015-02-23,558992,NA,1469
2015-02-24,560007,NA,1474
2015-02-25,561022,NA,1363
2015-02-26,562128,NA,1434
2015-02-27,562555,NA,1191
2015-02-28,564261,NA,1771
2015-03-01,565456,NA,1462
2015-03-02,566650,NA,1677
2015-03-03,567248,NA,1488
2015-03-04,567845,NA,1254
2015-03-05,568186,NA,1119
2015-03-06,568698,NA,1303
2015-03-07,569893,NA,1505
2015-03-08,570237,NA,1166
2015-03-09,571270,NA,1365
2015-03-10,571959,NA,1115
2015-03-11,572475,NA,1258
2015-03-12,573336,NA,1348
2015-03-13,573508,NA,1105
2015-03-14,574283,NA,1335
2015-03-15,574885,NA,1222
2015-03-16,575401,NA,1118
2015-03-17,575057,NA,1005
2015-03-18,574885,NA,878
2015-03-19,574799,NA,871
2015-03-20,574110,NA,781
2015-03-21,574024,NA,929
2015-03-22,573680,NA,742
2015-03-23,573336,NA,767
2015-03-24,573422,NA,975
2015-03-25,573422,NA,751
2015-03-26,573594,NA,699
2015-03-27,573250,NA,745
2015-03-28,573078,NA,892
2015-03-29,572647,NA,626
2015-03-30,572045,NA,513
2015-03-31,571528,NA,540
2015-04-01,571270,NA,524
2015-04-02,571012,NA,522
2015-04-03,570668,NA,517
2015-04-04,570668,NA,684
2015-04-05,570754,NA,734
2015-04-06,571270,NA,781
2015-04-07,572217,NA,984
2015-04-08,572475,NA,732
2015-04-09,572131,NA,702
2015-04-10,572389,NA,766
2015-04-11,572561,NA,945
2015-04-12,572647,NA,973
2015-04-13,572905,NA,949
2015-04-14,572733,NA,628
2015-04-15,573422,NA,942
2015-04-16,572819,NA,581
2015-04-17,572475,NA,561
2015-04-18,572303,NA,808
2015-04-19,572389,NA,854
2015-04-20,572303,NA,861
2015-04-21,571787,NA,569
2015-04-22,571098,NA,496
2015-04-23,570409,NA,493
2015-04-24,570409,NA,667
2015-04-25,572475,NA,1787
2015-04-26,574799,NA,1745
2015-04-27,576090,NA,1401
2015-04-28,577381,NA,1245
2015-04-29,576865,NA,991
2015-04-30,575746,NA,776
2015-05-01,574971,NA,933
2015-05-02,574541,NA,1136
2015-05-03,574283,NA,1093
2015-05-04,574024,NA,944
2015-05-05,572905,NA,585
2015-05-06,571012,NA,575
2015-05-07,569296,NA,646
2015-05-08,568528,NA,1080
2015-05-09,567760,NA,984
2015-05-10,566650,NA,844
2015-05-11,565371,NA,972
2015-05-12,563749,NA,611
2015-05-13,562384,NA,687
2015-05-14,561957,NA,1148
2015-05-15,560768,NA,722
2015-05-16,559922,NA,896
2015-05-17,558823,NA,943
2015-05-18,557554,NA,843
2015-05-19,556540,NA,713
2015-05-20,554425,NA,502
2015-05-21,552065,NA,431
2015-05-22,549383,NA,588
2015-05-23,548713,NA,1127
2015-05-24,547874,NA,1173
2015-05-25,547036,NA,1102
2015-05-26,545695,NA,1115
2015-05-27,544024,NA,871
2015-05-28,542612,NA,930
2015-05-29,539871,NA,753
2015-05-30,537380,NA,857
2015-05-31,535394,NA,865
2015-06-01,532184,NA,730
2015-06-02,528975,NA,447
2015-06-03,526275,NA,770
2015-06-04,523829,NA,993
2015-06-05,521546,NA,997
2015-06-06,519672,NA,1034
2015-06-07,517976,NA,1208
2015-06-08,517006,NA,1627
2015-06-09,515552,NA,1433
2015-06-10,513128,NA,794
2015-06-11,510634,NA,823
2015-06-12,508233,NA,940
2015-06-13,506152,NA,1173
2015-06-14,503751,NA,917
2015-06-15,500976,NA,723
2015-06-16,497646,NA,399
2015-06-17,492523,NA,558
2015-06-18,487890,NA,620
2015-06-19,484389,NA,758
2015-06-20,480266,NA,827
2015-06-21,476644,NA,899
2015-06-22,472330,NA,544
2015-06-23,467752,NA,630
2015-06-24,463114,NA,787
2015-06-25,459034,NA,939
2015-06-26,455501,NA,1130
2015-06-27,451685,NA,1056
2015-06-28,447668,NA,832
2015-06-29,443818,NA,801
2015-06-30,438457,NA,630
2015-07-01,434437,NA,1075
2015-07-02,430237,NA,981
2015-07-03,425054,NA,894
2015-07-04,420757,NA,933
2015-07-05,416366,NA,959
2015-07-06,411435,NA,774
2015-07-07,405706,NA,514
2015-07-08,399894,NA,421
2015-07-09,394762,NA,538
2015-07-10,389332,NA,696
2015-07-11,384485,NA,818
2015-07-12,379278,NA,699
2015-07-13,373930,NA,791
2015-07-14,367909,NA,301
2015-07-15,362206,NA,408
2015-07-16,357388,NA,516
2015-07-17,350646,NA,790
2015-07-18,344359,NA,842
2015-07-19,338516,NA,894
2015-07-20,332371,NA,891
2015-07-21,326119,NA,577
2015-07-22,320362,NA,422
2015-07-23,315790,NA,604
2015-07-24,311792,NA,626
2015-07-25,308296,NA,938
2015-07-26,304585,NA,867
2015-07-27,300860,NA,839
2015-07-28,296765,NA,511
2015-07-29,293037,NA,646
2015-07-30,289575,NA,952
2015-07-31,285860,NA,950
2015-08-01,282170,NA,992
2015-08-02,278415,NA,911
2015-08-03,274529,NA,895
2015-08-04,270143,NA,580
2015-08-05,265960,NA,594
2015-08-06,262874,NA,1e3
2015-08-07,260321,NA,1278
2015-08-08,256865,NA,1007
2015-08-09,253294,NA,996
2015-08-10,250303,NA,1012
2015-08-11,246948,NA,810
2015-08-12,242690,NA,658
2015-08-13,239894,NA,1001
2015-08-14,236786,NA,986
2015-08-15,233525,NA,1012
2015-08-16,230011,NA,1017
2015-08-17,227052,NA,949
2015-08-18,224182,NA,696
2015-08-19,221694,NA,534
2015-08-20,219426,NA,795
2015-08-21,216808,NA,830
2015-08-22,214403,NA,934
2015-08-23,212235,NA,938
2015-08-24,209963,NA,870
2015-08-25,206767,NA,593
2015-08-26,203571,NA,562
