date,s_af,r_cfs,i_cfs
2015-01-01,1876340,NA,7481
2015-01-02,1885750,NA,6854
2015-01-03,1891530,NA,6403
2015-01-04,1898340,NA,6074
2015-01-05,1903320,NA,5509
2015-01-06,1906980,NA,4054
2015-01-07,1911310,NA,4862
2015-01-08,1915830,NA,5125
2015-01-09,1919340,NA,4877
2015-01-10,1924190,NA,5508
2015-01-11,1927880,NA,4941
2015-01-12,1932590,NA,5455
2015-01-13,1931750,NA,3759
2015-01-14,1932590,NA,3973
2015-01-15,1935620,NA,3916
2015-01-16,1939660,NA,4756
2015-01-17,1945220,NA,5233
2015-01-18,1949280,NA,4739
2015-01-19,1950470,NA,4876
2015-01-20,1956900,NA,6286
2015-01-21,1961650,NA,5297
2015-01-22,1968460,NA,5245
2015-01-23,1972210,NA,5247
2015-01-24,1974420,NA,4733
2015-01-25,1980570,NA,5184
2015-01-26,1988110,NA,6086
2015-01-27,1989140,NA,4787
2015-01-28,1994280,NA,4733
2015-01-29,2003760,NA,8433
2015-01-30,2003070,NA,3192
2015-01-31,2000830,NA,2546
2015-02-01,2003760,NA,3475
2015-02-02,2008590,NA,4460
2015-02-03,2009800,NA,5e3
2015-02-04,2019670,NA,7053
2015-02-05,2027300,NA,7439
2015-02-06,2070780,NA,23597
2015-02-07,2153850,NA,42253
2015-02-08,2220760,NA,34271
2015-02-09,2312500,NA,48717
2015-02-10,2365600,NA,27181
2015-02-11,2404330,NA,21359
2015-02-12,2434800,NA,16528
2015-02-13,2459400,NA,13674
2015-02-14,2476620,NA,9735
2015-02-15,2492940,NA,9484
2015-02-16,2505730,NA,8482
2015-02-17,2519960,NA,8784
2015-02-18,2535450,NA,8843
2015-02-19,2546020,NA,7167
2015-02-20,2557590,NA,7893
2015-02-21,2569540,NA,7953
2015-02-22,2578270,NA,6596
2015-02-23,2589100,NA,7754
2015-02-24,2594420,NA,5004
2015-02-25,2598320,NA,4715
2015-02-26,2602230,NA,4823
2015-02-27,2606550,NA,5076
2015-02-28,2612720,NA,6009
2015-03-01,2621170,NA,6303
2015-03-02,2625310,NA,4789
2015-03-03,2626550,NA,3979
2015-03-04,2629030,NA,4459
2015-03-05,2630890,NA,4406
2015-03-06,2633580,NA,4226
2015-03-07,2634820,NA,3671
2015-03-08,2638750,NA,3999
2015-03-09,2640830,NA,4403
2015-03-10,2644370,NA,4473
2015-03-11,2647490,NA,5085
2015-03-12,2649560,NA,4387
2015-03-13,2651850,NA,4310
2015-03-14,2654760,NA,4819
2015-03-15,2656840,NA,4398
2015-03-16,2662480,NA,4845
2015-03-17,2661430,NA,2772
2015-03-18,2662060,NA,3499
2015-03-19,2665200,NA,4591
2015-03-20,2666660,NA,4090
2015-03-21,2665820,NA,2706
2015-03-22,2667290,NA,3394
2015-03-23,2668120,NA,3564
2015-03-24,2668750,NA,3576
2015-03-25,2671890,NA,4478
2015-03-26,2674400,NA,4599
2015-03-27,2676900,NA,4216
2015-03-28,2678580,NA,4244
2015-03-29,2683200,NA,4540
2015-03-30,2686560,NA,5155
2015-03-31,2689080,NA,4204
2015-04-01,2689710,NA,3692
2015-04-02,2690340,NA,3533
2015-04-03,2693710,NA,4589
2015-04-04,2694760,NA,3579
2015-04-05,2697280,NA,4290
2015-04-06,2699590,NA,4021
2015-04-07,2704240,NA,5383
2015-04-08,2705720,NA,4182
2015-04-09,2710160,NA,4452
2015-04-10,2712900,NA,4289
2015-04-11,2713750,NA,3167
2015-04-12,2716920,NA,3859
2015-04-13,2717550,NA,3531
2015-04-14,2720300,NA,4279
2015-04-15,2722e3,NA,4024
2015-04-16,2722e3,NA,3547
2015-04-17,2720720,NA,3543
2015-04-18,2719030,NA,3100
2015-04-19,2718820,NA,3567
2015-04-20,2718400,NA,3817
2015-04-21,2716070,NA,3302
2015-04-22,2713540,NA,3490
2015-04-23,2709100,NA,2680
2015-04-24,2703820,NA,3238
2015-04-25,2697490,NA,2832
2015-04-26,2688450,NA,2988
2015-04-27,2683200,NA,3982
2015-04-28,2676480,NA,3303
2015-04-29,2668960,NA,3314
2015-04-30,2662480,NA,3499
2015-05-01,2654560,NA,3027
2015-05-02,2647070,NA,2917
2015-05-03,2638340,NA,3030
2015-05-04,2631510,NA,3616
2015-05-05,2622e3,NA,2941
2015-05-06,2613330,NA,2891
2015-05-07,2607370,NA,3403
2015-05-08,2598530,NA,3300
2015-05-09,2589510,NA,2787
2015-05-10,2580920,NA,2935
2015-05-11,2572570,NA,3633
2015-05-12,2565280,NA,3441
2015-05-13,2556990,NA,3306
2015-05-14,2545610,NA,2982
2015-05-15,2540120,NA,2790
2015-05-16,2533030,NA,3346
2015-05-17,2525390,NA,3322
2015-05-18,2516540,NA,2919
2015-05-19,2506130,NA,2449
2015-05-20,2501120,NA,3912
2015-05-21,2492740,NA,3492
2015-05-22,2484180,NA,3475
2015-05-23,2473450,NA,1931
2015-05-24,2463560,NA,2042
2015-05-25,2454660,NA,2477
2015-05-26,2446600,NA,3146
2015-05-27,2438730,NA,2944
2015-05-28,2429320,NA,2872
2015-05-29,2421890,NA,3374
2015-05-30,2413100,NA,2284
2015-05-31,2404130,NA,2376
2015-06-01,2397120,NA,2759
2015-06-02,2390530,NA,3023
