date,s_af,r_cfs,i_cfs
2015-01-01,19198,NA,2910
2015-01-02,18149,NA,2438
2015-01-03,19282,NA,3535
2015-01-04,18703,NA,2694
2015-01-05,18780,NA,3006
2015-01-06,17803,NA,2475
2015-01-07,17361,NA,2718
2015-01-08,17409,NA,2965
2015-01-09,17680,NA,3141
2015-01-10,17723,NA,3201
2015-01-11,17851,NA,3233
2015-01-12,18166,NA,3339
2015-01-13,20645,NA,4430
2015-01-14,22402,NA,4060
2015-01-15,21350,NA,2537
2015-01-16,20764,NA,2617
2015-01-17,19616,NA,2332
2015-01-18,19125,NA,2666
2015-01-19,21750,NA,4235
2015-01-20,21878,NA,2978
2015-01-21,21653,NA,2757
2015-01-22,19001,NA,1531
2015-01-23,20252,NA,3498
2015-01-24,21732,NA,3565
2015-01-25,19605,NA,1746
2015-01-26,17992,NA,2004
2015-01-27,20428,NA,4041
2015-01-28,18736,NA,1964
2015-01-29,20060,NA,3497
2015-01-30,21122,NA,3517
2015-01-31,22359,NA,3716
2015-02-01,20123,NA,1965
2015-02-02,18526,NA,2286
2015-02-03,21289,NA,4482
2015-02-04,19350,NA,2111
2015-02-05,20452,NA,3647
2015-02-06,22859,NA,4319
2015-02-07,19593,NA,3087
2015-02-08,16714,NA,3028
2015-02-09,18073,NA,4320
2015-02-10,18095,NA,3133
2015-02-11,20610,NA,4311
2015-02-12,21593,NA,3537
2015-02-13,22670,NA,3589
2015-02-14,20358,NA,1873
2015-02-15,18399,NA,2054
2015-02-16,20112,NA,3904
2015-02-17,20996,NA,3488
2015-02-18,18526,NA,1798
2015-02-19,19406,NA,3484
2015-02-20,20065,NA,3373
2015-02-21,20457,NA,3240
2015-02-22,20008,NA,2771
2015-02-23,19766,NA,2856
2015-02-24,19277,NA,2744
2015-02-25,19726,NA,3265
2015-02-26,20037,NA,3264
2015-02-27,20147,NA,3120
2015-02-28,20118,NA,3049
2015-03-01,18236,NA,2116
2015-03-02,17691,NA,2791
2015-03-03,18399,NA,3452
2015-03-04,18835,NA,3280
2015-03-05,19766,NA,3533
2015-03-06,19339,NA,2850
2015-03-07,19164,NA,2977
2015-03-08,17883,NA,2418
2015-03-09,18443,NA,3347
2015-03-10,17997,NA,2830
2015-03-11,19035,NA,3617
2015-03-12,19599,NA,3406
2015-03-13,19749,NA,3196
2015-03-14,20042,NA,3271
2015-03-15,20475,NA,3337
2015-03-16,18454,NA,2086
2015-03-17,18912,NA,3330
2015-03-18,19417,NA,3362
2015-03-19,19046,NA,2916
2015-03-20,19651,NA,3320
2015-03-21,19708,NA,3050
2015-03-22,18890,NA,2606
2015-03-23,19052,NA,3099
2015-03-24,19795,NA,3306
2015-03-25,20211,NA,2961
2015-03-26,21283,NA,3279
2015-03-27,21623,NA,2906
2015-03-28,22470,NA,3166
2015-03-29,20949,NA,1973
2015-03-30,21976,NA,3256
2015-03-31,21902,NA,2701
2015-04-01,22112,NA,3166
2015-04-02,21744,NA,3069
2015-04-03,20967,NA,2749
2015-04-04,20534,NA,2831
2015-04-05,20311,NA,2854
2015-04-06,20211,NA,2829
2015-04-07,20955,NA,3122
2015-04-08,22377,NA,3436
2015-04-09,20805,NA,2171
2015-04-10,20463,NA,2799
2015-04-11,19777,NA,2627
2015-04-12,18394,NA,2276
2015-04-13,18807,NA,3179
2015-04-14,18531,NA,2831
2015-04-15,18725,NA,3068
2015-04-16,18912,NA,3428
2015-04-17,19316,NA,3925
2015-04-18,19760,NA,3918
2015-04-19,19559,NA,3593
2015-04-20,19933,NA,3882
2015-04-21,20031,NA,4240
2015-04-22,19870,NA,4612
2015-04-23,18918,NA,4845
2015-04-24,18923,NA,5875
2015-04-25,18377,NA,5991
2015-04-26,19962,NA,7478
2015-04-27,19622,NA,6518
2015-04-28,19271,NA,6566
2015-04-29,19864,NA,6997
2015-04-30,19743,NA,6624
2015-05-01,20188,NA,6916
2015-05-02,19074,NA,6540
2015-05-03,19294,NA,7225
2015-05-04,18835,NA,6877
2015-05-05,19806,NA,7599
2015-05-06,20002,NA,7150
2015-05-07,18225,NA,6184
2015-05-08,18907,NA,7430
2015-05-09,19001,NA,7139
2015-05-10,18929,NA,7055
2015-05-11,19852,NA,7553
2015-05-12,19582,NA,6950
2015-05-13,19985,NA,7296
2015-05-14,22921,NA,8607
2015-05-15,19423,NA,5440
2015-05-16,18730,NA,6823
2015-05-17,18410,NA,6983
2015-05-18,18625,NA,7245
2015-05-19,19473,NA,7599
2015-05-20,18014,NA,6429
2015-05-21,18956,NA,7620
2015-05-22,20176,NA,7802
2015-05-23,20469,NA,7303
2015-05-24,20077,NA,6910
2015-05-25,19875,NA,7008
2015-05-26,19916,NA,7142
2015-05-27,19662,NA,6794
2015-05-28,20961,NA,7571
2015-05-29,21140,NA,7015
2015-05-30,21140,NA,6923
2015-05-31,21104,NA,6903
2015-06-01,20877,NA,6910
2015-06-02,20835,NA,7065
2015-06-03,20329,NA,6828
2015-06-04,21014,NA,7384
2015-06-05,22112,NA,7634
2015-06-06,21989,NA,7028
2015-06-07,21671,NA,6935
2015-06-08,22746,NA,7574
2015-06-09,22576,NA,6945
2015-06-10,21605,NA,6547
2015-06-11,21241,NA,6820
2015-06-12,20346,NA,6534
2015-06-13,20853,NA,7236
2015-06-14,20510,NA,6766
2015-06-15,21550,NA,7418
2015-06-16,22094,NA,7161
2015-06-17,21989,NA,6849
2015-06-18,21750,NA,6822
2015-06-19,22545,NA,7338
2015-06-20,22266,NA,6796
2015-06-21,21702,NA,6650
2015-06-22,22947,NA,7562
2015-06-23,22645,NA,6779
2015-06-24,22702,NA,6958
2015-06-25,22482,NA,6921
2015-06-26,22664,NA,7135
2015-06-27,22664,NA,7056
2015-06-28,22827,NA,7148
2015-06-29,23256,NA,7296
2015-06-30,22639,NA,6777
2015-07-01,21392,NA,6471
2015-07-02,21362,NA,7095
2015-07-03,22087,NA,7483
2015-07-04,22626,NA,7387
2015-07-05,22291,NA,6947
2015-07-06,22677,NA,7313
2015-07-07,22464,NA,7004
