date,s_af,r_cfs,i_cfs
2015-01-01,206301,NA,567
2015-01-02,206330,NA,545
2015-01-03,206919,NA,494
2015-01-04,206919,NA,208
2015-01-05,207333,NA,476
2015-01-06,207126,NA,388
2015-01-07,207155,NA,211
2015-01-08,207155,NA,198
2015-01-09,207126,NA,183
2015-01-10,207126,NA,197
2015-01-11,207037,NA,155
2015-01-12,207008,NA,181
2015-01-13,206919,NA,152
2015-01-14,206801,NA,501
2015-01-15,206713,NA,155
2015-01-16,206713,NA,204
2015-01-17,206625,NA,153
2015-01-18,206713,NA,239
2015-01-19,206684,NA,182
2015-01-20,207008,NA,437
2015-01-21,206919,NA,151
2015-01-22,206831,NA,152
2015-01-23,205918,NA,94
2015-01-24,205270,NA,142
2015-01-25,205181,NA,150
2015-01-26,205063,NA,146
2015-01-27,205270,NA,300
2015-01-28,205181,NA,150
2015-01-29,205004,NA,114
2015-01-30,204828,NA,109
2015-01-31,204621,NA,95
2015-02-01,204445,NA,113
2015-02-02,204504,NA,225
2015-02-03,204445,NA,165
2015-02-04,204327,NA,137
2015-02-05,204857,NA,464
2015-02-06,211502,NA,4430
2015-02-07,217807,NA,4889
2015-02-08,220890,NA,3536
2015-02-09,229276,NA,5352
2015-02-10,230153,NA,2638
2015-02-11,229402,NA,1705
2015-02-12,227685,NA,1223
2015-02-13,225354,NA,977
2015-02-14,225261,NA,842
2015-02-15,224737,NA,716
2015-02-16,221870,NA,640
2015-02-17,218780,NA,567
2015-02-18,217777,NA,502
2015-02-19,215110,NA,514
2015-02-20,212999,NA,417
2015-02-21,210754,NA,394
2015-02-22,209739,NA,372
2015-02-23,208789,NA,326
2015-02-24,208076,NA,350
2015-02-25,207185,NA,299
2015-02-26,206684,NA,284
2015-02-27,206625,NA,266
2015-02-28,206860,NA,316
2015-03-01,207067,NA,302
2015-03-02,207244,NA,288
2015-03-03,207304,NA,226
2015-03-04,207304,NA,207
2015-03-05,207333,NA,214
2015-03-06,207304,NA,185
2015-03-07,207274,NA,189
2015-03-08,206212,NA,207
2015-03-09,206124,NA,165
2015-03-10,206094,NA,188
2015-03-11,205977,NA,175
2015-03-12,205859,NA,169
2015-03-13,205711,NA,134
2015-03-14,205682,NA,186
2015-03-15,205653,NA,181
2015-03-16,205535,NA,150
2015-03-17,205476,NA,166
2015-03-18,205181,NA,150
2015-03-19,205063,NA,144
2015-03-20,204946,NA,145
2015-03-21,204828,NA,138
2015-03-22,204828,NA,200
2015-03-23,204739,NA,155
2015-03-24,204592,NA,128
2015-03-25,204445,NA,128
2015-03-26,205505,NA,734
2015-03-27,205829,NA,370
2015-03-28,205653,NA,140
2015-03-29,205446,NA,99
2015-03-30,205181,NA,75
2015-03-31,204916,NA,70
2015-04-01,204680,NA,87
2015-04-02,204415,NA,84
2015-04-03,205063,NA,533
2015-04-04,205682,NA,518
2015-04-05,206036,NA,392
2015-04-06,206389,NA,376
2015-04-07,206890,NA,451
2015-04-08,207274,NA,392
2015-04-09,207690,NA,415
2015-04-10,208076,NA,400
2015-04-11,208076,NA,205
2015-04-12,208076,NA,237
2015-04-13,208195,NA,288
2015-04-14,208759,NA,490
2015-04-15,209531,NA,593
2015-04-16,210454,NA,673
2015-04-17,211742,NA,860
2015-04-18,213029,NA,860
2015-04-19,213843,NA,625
2015-04-20,215080,NA,837
2015-04-21,217382,NA,1371
2015-04-22,219420,NA,1238
2015-04-23,221380,NA,1203
2015-04-24,223657,NA,1350
2015-04-25,225665,NA,1213
2015-04-26,227468,NA,1119
