date,s_af,r_cfs,i_cfs
2015-01-01,13764,NA,609
2015-01-02,13764,NA,593
2015-01-03,13845,NA,605
2015-01-04,13896,NA,343
2015-01-05,13779,NA,522
2015-01-06,13771,NA,462
2015-01-07,13978,NA,419
2015-01-08,13896,NA,275
2015-01-09,13986,NA,359
2015-01-10,14061,NA,354
2015-01-11,14008,NA,289
2015-01-12,13956,NA,289
2015-01-13,14038,NA,356
2015-01-14,13963,NA,645
2015-01-15,13933,NA,303
2015-01-16,13978,NA,341
2015-01-17,13963,NA,311
2015-01-18,13956,NA,315
2015-01-19,14068,NA,375
2015-01-20,13896,NA,509
2015-01-21,13963,NA,356
2015-01-22,13948,NA,312
2015-01-23,14098,NA,397
2015-01-24,14150,NA,347
2015-01-25,14225,NA,362
2015-01-26,14255,NA,339
2015-01-27,13956,NA,371
2015-01-28,13793,NA,240
2015-01-29,13852,NA,360
2015-01-30,13918,NA,354
2015-01-31,13993,NA,361
2015-02-01,13978,NA,318
2015-02-02,14128,NA,392
2015-02-03,14330,NA,429
2015-02-04,14450,NA,387
2015-02-05,14165,NA,501
2015-02-06,14472,NA,484
2015-02-07,13933,NA,245
2015-02-08,13675,NA,197
2015-02-09,13734,NA,356
2015-02-10,13602,NA,256
2015-02-11,13911,NA,478
2015-02-12,14150,NA,444
2015-02-13,14322,NA,412
2015-02-14,14300,NA,312
2015-02-15,14158,NA,252
2015-02-16,14278,NA,383
2015-02-17,14367,NA,373
2015-02-18,14375,NA,331
2015-02-19,14285,NA,285
2015-02-20,14195,NA,280
2015-02-21,14083,NA,269
2015-02-22,13926,NA,247
2015-02-23,13896,NA,308
2015-02-24,13874,NA,316
2015-02-25,13801,NA,296
2015-02-26,13764,NA,307
2015-02-27,13727,NA,306
2015-02-28,13801,NA,434
2015-03-01,13845,NA,381
2015-03-02,13918,NA,415
2015-03-03,14076,NA,407
2015-03-04,14248,NA,414
2015-03-05,14255,NA,333
2015-03-06,14278,NA,341
2015-03-07,14322,NA,352
2015-03-08,14337,NA,337
2015-03-09,14128,NA,225
2015-03-10,14143,NA,331
2015-03-11,14240,NA,360
2015-03-12,14278,NA,329
2015-03-13,14352,NA,350
2015-03-14,14008,NA,140
2015-03-15,14120,NA,367
2015-03-16,14068,NA,287
2015-03-17,14120,NA,336
2015-03-18,14165,NA,357
2015-03-19,14180,NA,318
2015-03-20,14195,NA,322
2015-03-21,14255,NA,340
2015-03-22,14307,NA,340
2015-03-23,14322,NA,331
2015-03-24,14345,NA,342
2015-03-25,14322,NA,323
2015-03-26,14165,NA,823
2015-03-27,14076,NA,525
2015-03-28,13971,NA,273
2015-03-29,13918,NA,297
2015-03-30,13867,NA,298
2015-03-31,13815,NA,298
2015-04-01,13764,NA,300
2015-04-02,13720,NA,302
2015-04-03,13993,NA,845
2015-04-04,13661,NA,607
2015-04-05,13418,NA,451
2015-04-06,13683,NA,726
2015-04-07,14076,NA,517
2015-04-08,14248,NA,642
2015-04-09,14278,NA,577
2015-04-10,14210,NA,523
2015-04-11,14188,NA,377
2015-04-12,13956,NA,275
2015-04-13,13874,NA,349
2015-04-14,13956,NA,781
2015-04-15,14203,NA,937
2015-04-16,13986,NA,778
2015-04-17,13668,NA,929
2015-04-18,13469,NA,963
2015-04-19,14367,NA,1300
2015-04-20,14517,NA,1157
2015-04-21,14098,NA,1398
2015-04-22,14292,NA,1664
2015-04-23,14315,NA,1616
2015-04-24,13808,NA,1543
2015-04-25,13705,NA,1586
2015-04-26,14270,NA,1824
2015-04-27,13572,NA,1784
2015-04-28,13455,NA,1881
2015-04-29,13514,NA,1692
2015-04-30,13896,NA,2187
2015-05-01,14659,NA,2336
2015-05-02,14637,NA,3030
2015-05-03,14584,NA,3857
2015-05-04,14405,NA,6367
2015-05-05,13971,NA,8109
2015-05-06,13956,NA,8215
2015-05-07,14031,NA,7176
2015-05-08,14128,NA,4937
2015-05-09,13587,NA,3293
2015-05-10,14300,NA,3296
2015-05-11,13536,NA,2962
2015-05-12,13455,NA,2974
2015-05-13,14337,NA,2555
2015-05-14,14360,NA,2071
2015-05-15,14091,NA,2189
2015-05-16,14203,NA,2377
2015-05-17,14031,NA,2217
2015-05-18,13911,NA,2629
2015-05-19,13609,NA,2405
2015-05-20,13425,NA,2356
2015-05-21,13550,NA,2619
2015-05-22,13808,NA,2855
2015-05-23,14038,NA,2744
2015-05-24,13793,NA,2494
2015-05-25,13911,NA,2493
2015-05-26,13690,NA,2385
2015-05-27,13705,NA,2355
2015-05-28,14457,NA,2195
2015-05-29,14180,NA,1859
2015-05-30,13668,NA,1843
2015-05-31,13764,NA,1839
2015-06-01,13882,NA,1826
2015-06-02,14105,NA,1778
2015-06-03,13867,NA,1626
2015-06-04,13381,NA,1706
2015-06-05,13477,NA,1790
2015-06-06,13749,NA,1971
2015-06-07,13771,NA,1763
2015-06-08,13764,NA,1826
2015-06-09,13477,NA,1850
2015-06-10,13433,NA,1855
2015-06-11,13675,NA,1868
2015-06-12,13956,NA,1913
2015-06-13,13543,NA,1563
2015-06-14,13447,NA,1863
2015-06-15,13543,NA,1884
2015-06-16,14233,NA,1830
2015-06-17,13639,NA,1559
2015-06-18,14255,NA,1806
2015-06-19,14076,NA,1728
2015-06-20,13631,NA,1896
2015-06-21,13624,NA,1851
2015-06-22,13330,NA,1870
2015-06-23,13484,NA,1913
2015-06-24,13411,NA,1863
2015-06-25,13793,NA,2035
2015-06-26,13602,NA,2032
2015-06-27,13514,NA,1907
2015-06-28,13675,NA,1983
2015-06-29,14165,NA,1975
2015-06-30,13617,NA,2042
2015-07-01,14435,NA,1794
2015-07-02,13933,NA,1942
2015-07-03,13521,NA,1769
2015-07-04,13543,NA,1749
2015-07-05,13374,NA,1716
2015-07-06,13396,NA,1750
2015-07-07,13484,NA,1872
2015-07-08,13793,NA,1817
2015-07-09,13477,NA,1647
2015-07-10,13433,NA,1694
2015-07-11,13690,NA,1682
2015-07-12,13572,NA,1478
2015-07-13,13595,NA,1727
2015-07-14,13572,NA,1660
2015-07-15,13528,NA,1726
2015-07-16,13602,NA,1740
2015-07-17,13521,NA,1768
2015-07-18,13742,NA,1751
2015-07-19,13933,NA,1779
2015-07-20,13771,NA,1784
2015-07-21,13587,NA,1709
2015-07-22,13639,NA,1871
2015-07-23,13675,NA,1983
2015-07-24,13528,NA,1967
2015-07-25,13514,NA,1976
2015-07-26,13609,NA,1895
2015-07-27,13595,NA,1973
2015-07-28,13712,NA,1992
2015-07-29,13845,NA,1988
2015-07-30,13675,NA,1918
2015-07-31,13690,NA,2015
2015-08-01,13617,NA,1990
2015-08-02,13550,NA,2077
2015-08-03,14233,NA,2149
2015-08-04,13978,NA,1872
2015-08-05,14255,NA,2060
2015-08-06,13756,NA,1870
2015-08-07,13499,NA,2060
2015-08-08,13624,NA,2157
2015-08-09,13764,NA,2177
2015-08-10,13889,NA,2e3
2015-08-11,14180,NA,1988
2015-08-12,13521,NA,1901
2015-08-13,13477,NA,2045
2015-08-14,13602,NA,2007
2015-08-15,13727,NA,2083
2015-08-16,14472,NA,2123
2015-08-17,13845,NA,2615
2015-08-18,13536,NA,3186
2015-08-19,13411,NA,2727
2015-08-20,13565,NA,2307
2015-08-21,13742,NA,2346
2015-08-22,13712,NA,2642
2015-08-23,13469,NA,2618
2015-08-24,13396,NA,2678
2015-08-25,13550,NA,2717
2015-08-26,13550,NA,2722
2015-08-27,13506,NA,2686
2015-08-28,13425,NA,2701
2015-08-29,13484,NA,2707
2015-08-30,13580,NA,2726
2015-08-31,13918,NA,2780
2015-09-01,14397,NA,2800
2015-09-02,14502,NA,2624
2015-09-03,14061,NA,2395
2015-09-04,13484,NA,2246
2015-09-05,13307,NA,2559
2015-09-06,13477,NA,2594
2015-09-07,13609,NA,2581
2015-09-08,14465,NA,3050
2015-09-09,13859,NA,4230
2015-09-10,13462,NA,4439
2015-09-11,14008,NA,3156
2015-09-12,14599,NA,2246
2015-09-13,14517,NA,2597
2015-09-14,14322,NA,2055
2015-09-15,14517,NA,2656
2015-09-16,14607,NA,2671
2015-09-17,14285,NA,2486
2015-09-18,14524,NA,2594
2015-09-19,14554,NA,2152
2015-09-20,14479,NA,2037
2015-09-21,14554,NA,1890
2015-09-22,14509,NA,1972
2015-09-23,14292,NA,1945
